"Site","Collector","Date","FinalPlantSp","BloomStatus","FlowerNum"
"P33","CRP","6/27/13","Gayophytum eriospermum","full bloom",2
"P33","RW","7/13/13","Gayophytum eriospermum","full bloom",2
"P33","GH","7/18/13","Gayophytum eriospermum","full bloom",2
"P33","CRP","7/29/13","Gayophytum eriospermum","full bloom",3
"P33","AJR","6/12/14","Gayophytum eriospermum","not blooming",0
"P33","LTC","6/22/14","Gayophytum eriospermum","not blooming",0
"P33","LCP","7/2/14","Gayophytum eriospermum","full bloom",1
"P33","LMH","7/13/14","Gayophytum eriospermum","full bloom",2
"P37","JPS/LTC","6/13/14","Gayophytum eriospermum","not blooming",0
"P37","KK","6/24/14","Gayophytum eriospermum","not blooming",0
"P37","LCP","7/1/14","Gayophytum eriospermum","beginning to bloom to bloom",1
"P37","LKM","7/13/14","Gayophytum eriospermum","not blooming",0
"W04","CRP","6/30/13","Gayophytum eriospermum","full bloom",1
"W04","LCP","7/14/13","Gayophytum eriospermum","full bloom",1
"W04","GH","7/20/13","Gayophytum eriospermum","full bloom",1
"W04","GH","8/1/13","Gayophytum eriospermum","full bloom",3
"W04","JPS/LTC","6/14/14","Gayophytum eriospermum","not blooming",0
"W04","LCP","6/25/14","Gayophytum eriospermum","not blooming",0
"W04","LCP","7/4/14","Gayophytum eriospermum","full bloom",1
"W04","LTC","7/14/14","Gayophytum eriospermum","full bloom",3
"L35","LTC","6/12/14","Geranium richardsonii","full bloom",1
"L35","KK","6/22/14","Geranium richardsonii","full bloom",1
"L35","MV","7/3/14","Geranium richardsonii","full bloom",1
"L35","LCP","7/13/14","Geranium richardsonii","not blooming",0
"N136","GH","7/9/13","Geranium richardsonii","full bloom",3
"N136","LCP","7/12/13","Geranium richardsonii","full bloom",3
"N136","CRP","7/24/13","Geranium richardsonii","full bloom",3
"N136","LCP","7/26/13","Geranium richardsonii","finishing bloom",2
"N136","LTC","6/17/14","Geranium richardsonii","full bloom",3
"N136","LCP","7/7/14","Geranium richardsonii","full bloom",3
"N136","KK","7/10/14","Geranium richardsonii","full bloom",4
"N136","LTC","7/17/14","Geranium richardsonii","full bloom",4
"W04","CRP","6/30/13","Goodyera oblongifolia ","not blooming",0
"W04","LCP","7/14/13","Goodyera oblongifolia ","not blooming",0
"W04","GH","7/20/13","Goodyera oblongifolia ","not blooming",0
"W04","GH","8/1/13","Goodyera oblongifolia ","not blooming",0
"W04","JPS/LTC","6/14/14","Goodyera oblongifolia ","not blooming",0
"W04","LCP","6/25/14","Goodyera oblongifolia ","not blooming",0
"W04","LCP","7/4/14","Goodyera oblongifolia ","not blooming",0
"W04","LTC","7/14/14","Goodyera oblongifolia ","not blooming",0
"N137","CRP","7/9/13","Hackelia micrantha","full bloom",2
"N137","GH","7/12/13","Hackelia micrantha","full bloom",2
"N137","LCP","7/24/13","Hackelia micrantha","finishing bloom",1
"N137","CRP","7/26/13","Hackelia micrantha","finishing bloom",1
"N137","LCP/KAK","6/19/14","Hackelia micrantha","full bloom",2
"N137","LTC","7/7/14","Hackelia micrantha","not blooming",0
"N137","LTC","7/10/14","Hackelia micrantha","not blooming",0
"N137","LTC","7/19/14","Hackelia micrantha","not blooming",0
"P310","LCP","6/12/14","Hackelia micrantha","not blooming",0
"P310","LCP","6/24/14","Hackelia micrantha","not blooming",0
"P310","KK","7/1/14","Hackelia micrantha","not blooming",0
"P310","CV","7/13/14","Hackelia micrantha","not blooming",0
"P33","CRP","6/27/13","Hackelia micrantha","full bloom",2
"P33","RW","7/13/13","Hackelia micrantha","finishing bloom",1
"P33","GH","7/18/13","Hackelia micrantha","finishing bloom",1
"P33","CRP","7/29/13","Hackelia micrantha","finishing bloom",1
"P33","AJR","6/12/14","Hackelia micrantha","",1
"P33","LTC","6/22/14","Hackelia micrantha","full bloom",2
"P33","LCP","7/2/14","Hackelia micrantha","finishing bloom",2
"P33","LMH","7/13/14","Hackelia micrantha","not blooming",0
"P310","LCP","6/12/14","Hackelia mundula","full bloom",2
"P310","LCP","6/24/14","Hackelia mundula","not blooming",0
"P310","KK","7/1/14","Hackelia mundula","not blooming",0
"P310","CV","7/13/14","Hackelia mundula","not blooming",0
"N136","GH","7/9/13","Heracleum lanatum","full bloom",2
"N136","LCP","7/12/13","Heracleum lanatum","full bloom",2
"N136","CRP","7/24/13","Heracleum lanatum","finishing bloom",2
"N136","LCP","7/26/13","Heracleum lanatum","finishing bloom",1
"N136","LTC","6/17/14","Heracleum lanatum","not blooming",0
"N136","LCP","7/7/14","Heracleum lanatum","beginning to bloom to bloom",1
"N136","KK","7/10/14","Heracleum lanatum","not blooming",0
"N136","LTC","7/17/14","Heracleum lanatum","beginning to bloom to bloom",1
"L21","LCP","6/26/13","Hieracium albiflorum","not blooming",0
"L21","LKM","7/13/13","Hieracium albiflorum","not blooming",0
"L21","LCP","7/17/13","Hieracium albiflorum","not blooming",0
"L21","LCP","7/30/13","Hieracium albiflorum","not blooming",0
"L21","LKM","6/12/14","Hieracium albiflorum","not blooming",0
"L21","LCP/EK","6/22/14","Hieracium albiflorum","not blooming",0
"L21","KD","7/3/14","Hieracium albiflorum","not blooming",0
"L21","KC","7/13/14","Hieracium albiflorum","not blooming",0
"L24","LKM","6/27/13","Hieracium albiflorum","full bloom",1
"L24","SB","7/13/13","Hieracium albiflorum","full bloom",1
"L24","LCP","7/18/13","Hieracium albiflorum","full bloom",1
"L24","LCP","7/31/13","Hieracium albiflorum","finishing bloom",1
"L24","LKM","6/13/14","Hieracium albiflorum","not blooming",0
"L24","LCP/EK","6/23/14","Hieracium albiflorum","not blooming",0
"L24","MV/KD","7/2/14","Hieracium albiflorum","not blooming",0
"L24","LTC","7/13/14","Hieracium albiflorum","not blooming",0
"N134","LCP","7/8/13","Hieracium albiflorum","full bloom",2
"N134","CRP","7/11/13","Hieracium albiflorum","full bloom",2
"N134","GH","7/22/13","Hieracium albiflorum","finishing bloom",2
"N134","CRP","7/25/13","Hieracium albiflorum","finishing bloom",2
"N134","JPS","6/17/14","Hieracium albiflorum","not blooming",3
"N134","LCP","7/6/14","Hieracium albiflorum","beginning to bloom to bloom",1
"N134","KK","7/9/14","Hieracium albiflorum","finishing bloom",2
"N134","LCP","7/17/14","Hieracium albiflorum","full bloom",2
"N136","GH","7/9/13","Hieracium albiflorum","full bloom",2
"N136","LCP","7/12/13","Hieracium albiflorum","full bloom",2
"N136","CRP","7/24/13","Hieracium albiflorum","finishing bloom",2
"N136","LCP","7/26/13","Hieracium albiflorum","finishing bloom",2
"N136","LTC","6/17/14","Hieracium albiflorum","not blooming",0
"N136","LCP","7/7/14","Hieracium albiflorum","beginning to bloom to bloom",1
"N136","KK","7/10/14","Hieracium albiflorum","full bloom",2
"N136","LTC","7/17/14","Hieracium albiflorum","full bloom",1
"P24","JPS","6/12/14","Hieracium albiflorum","not blooming",0
"P24","KK","6/23/14","Hieracium albiflorum","not blooming",0
"P24","KK","7/2/14","Hieracium albiflorum","not blooming",0
"P24","MRM","7/13/14","Hieracium albiflorum","finishing bloom",2
"P37","CRP","6/28/13","Hieracium albiflorum","not blooming",0
"P37","LCP","7/13/13","Hieracium albiflorum","not blooming",0
"P37","GH","7/19/13","Hieracium albiflorum","not blooming",0
"P37","GH","7/30/13","Hieracium albiflorum","not blooming",0
"P37","JPS/LTC","6/13/14","Hieracium albiflorum","not blooming",0
"P37","KK","6/24/14","Hieracium albiflorum","not blooming",0
"P37","LCP","7/1/14","Hieracium albiflorum","not blooming",0
"P37","LKM","7/13/14","Hieracium albiflorum","not blooming",0
"P43","LCP","6/28/13","Hieracium albiflorum","not blooming",0
"P43","TS","7/13/13","Hieracium albiflorum","not blooming",0
"P43","GH","7/17/13","Hieracium albiflorum","not blooming",0
"P43","CRP","7/30/13","Hieracium albiflorum","not blooming",0
"P43","LCP","6/13/14","Hieracium albiflorum","not blooming",0
"P43","LTC","6/24/14","Hieracium albiflorum","not blooming",0
"P43","LCP","7/3/14","Hieracium albiflorum","not blooming",0
"P43","PG","7/13/14","Hieracium albiflorum","not blooming",0
"W04","CRP","6/30/13","Hieracium albiflorum","not blooming",0
"W04","LCP","7/14/13","Hieracium albiflorum","not blooming",0
"W04","GH","7/20/13","Hieracium albiflorum","not blooming",0
"W04","GH","8/1/13","Hieracium albiflorum","not blooming",0
"W04","JPS/LTC","6/14/14","Hieracium albiflorum","not blooming",0
"W04","LCP","6/25/14","Hieracium albiflorum","not blooming",0
"W04","LCP","7/4/14","Hieracium albiflorum","not blooming",0
"W04","LTC","7/14/14","Hieracium albiflorum","not blooming",0
"L35","LTC","6/12/14","Hieracium horridium","beginning to bloom to bloom",1
"L35","KK","6/22/14","Hieracium horridium","not blooming",0
"L35","MV","7/3/14","Hieracium horridium","not blooming",0
"L35","LCP","7/13/14","Hieracium horridium","not blooming",0
"L24","LKM","6/13/14","Horkelia fusca","full bloom",2
"L24","LCP/EK","6/23/14","Horkelia fusca","full bloom",2
"L24","MV/KD","7/2/14","Horkelia fusca","not blooming",0
"L24","LTC","7/13/14","Horkelia fusca","not blooming",0
"L35","LCP","6/27/13","Horkelia fusca","full bloom",2
"L35","SH","7/13/13","Horkelia fusca","full bloom",2
"L35","CRP","7/18/13","Horkelia fusca","full bloom",2
"L35","LCP","7/29/13","Horkelia fusca","finishing bloom",1
"L35","LTC","6/12/14","Horkelia fusca","not blooming",0
"L35","KK","6/22/14","Horkelia fusca","not blooming",0
"L35","MV","7/3/14","Horkelia fusca","not blooming",0
"L35","LCP","7/13/14","Horkelia fusca","full bloom",2
"P37","CRP","6/28/13","Horkelia fusca","full bloom",5
"P37","LCP","7/13/13","Horkelia fusca","finishing bloom",4
"P37","GH","7/19/13","Horkelia fusca","finishing bloom",3
"P37","GH","7/30/13","Horkelia fusca","finishing bloom",3
"P37","JPS/LTC","6/13/14","Horkelia fusca","full bloom",3
"P37","KK","6/24/14","Horkelia fusca","full bloom",3
"P37","LCP","7/1/14","Horkelia fusca","full bloom",4
"P37","LKM","7/13/14","Horkelia fusca","full bloom",4
"L21","LCP","6/26/13","Hypochaeris radicata","full bloom",1
"L21","LKM","7/13/13","Hypochaeris radicata","full bloom",1
"L21","LCP","7/17/13","Hypochaeris radicata","full bloom",1
"L21","LCP","7/30/13","Hypochaeris radicata","finishing bloom",1
"L21","LKM","6/12/14","Hypochaeris radicata","not blooming",0
"L21","LCP/EK","6/22/14","Hypochaeris radicata","not blooming",0
"L21","KD","7/3/14","Hypochaeris radicata","not blooming",0
"L21","KC","7/13/14","Hypochaeris radicata","not blooming",0
"L24","LKM","6/27/13","Hypochaeris radicata","not blooming",0
"L24","SB","7/13/13","Hypochaeris radicata","full bloom",1
"L24","LCP","7/18/13","Hypochaeris radicata","full bloom",1
"L24","LCP","7/31/13","Hypochaeris radicata","not blooming",0
"L24","LKM","6/13/14","Hypochaeris radicata","not blooming",0
"L24","LCP/EK","6/23/14","Hypochaeris radicata","full bloom",1
"L24","MV/KD","7/2/14","Hypochaeris radicata","not blooming",0
"L24","LTC","7/13/14","Hypochaeris radicata","not blooming",0
"N135","GH","7/8/13","Ipomopsis aggregata ssp. formosissima","full bloom",2
"N135","LCP","7/11/13","Ipomopsis aggregata ssp. formosissima","full bloom",2
"N135","CRP","7/22/13","Ipomopsis aggregata ssp. formosissima","full bloom",2
"N135","LCP","7/25/13","Ipomopsis aggregata ssp. formosissima","finishing bloom",2
"N135","LTC","6/18/14","Ipomopsis aggregata ssp. formosissima","not blooming",0
"N135","KK","7/6/14","Ipomopsis aggregata ssp. formosissima","beginning to bloom to bloom",1
"N135","LCP","7/9/14","Ipomopsis aggregata ssp. formosissima","finishing bloom",1
"N135","LCP","7/19/14","Ipomopsis aggregata ssp. formosissima","finishing bloom",1
"N139","LCP","7/9/13","Ivesia santolinoides","full bloom",3
"N139","CRP","7/12/13","Ivesia santolinoides","full bloom",3
"N139","GH","7/24/13","Ivesia santolinoides","full bloom",2
"N139","GH","7/26/13","Ivesia santolinoides","full bloom",2
"N139","JPS","6/18/14","Ivesia santolinoides","full bloom",2
"N139","LTC","7/6/14","Ivesia santolinoides","not blooming",0
"N139","LTC","7/9/14","Ivesia santolinoides","not blooming",0
"N139","LCP","7/18/14","Ivesia santolinoides","not blooming",0
"P310","LCP","6/29/13","Kelloggia galioides","full bloom",1
"P310","BES","7/13/13","Kelloggia galioides","full bloom",1
"P310","CRP","7/17/13","Kelloggia galioides","finishing bloom",1
"P310","GH","7/31/13","Kelloggia galioides","finishing bloom",1
"P310","LCP","6/12/14","Kelloggia galioides","not blooming",0
"P310","LCP","6/24/14","Kelloggia galioides","full bloom",2
"P310","KK","7/1/14","Kelloggia galioides","beginning to bloom to bloom",2
"P310","CV","7/13/14","Kelloggia galioides","not blooming",0
"P33","AJR","6/12/14","Kelloggia galioides","not blooming",0
"P33","LTC","6/22/14","Kelloggia galioides","not blooming",0
"P33","LCP","7/2/14","Kelloggia galioides","full bloom",2
"P33","LMH","7/13/14","Kelloggia galioides","full bloom",1
"P37","JPS/LTC","6/13/14","Kelloggia galioides","not blooming",0
"P37","KK","6/24/14","Kelloggia galioides","not blooming",0
"P37","LCP","7/1/14","Kelloggia galioides","full bloom",2
"P37","LKM","7/13/14","Kelloggia galioides","full bloom",2
"P43","LCP","6/13/14","Kelloggia galioides","not blooming",0
"P43","LTC","6/24/14","Kelloggia galioides","not blooming",0
"P43","LCP","7/3/14","Kelloggia galioides","full bloom",2
"P43","PG","7/13/14","Kelloggia galioides","not blooming",0
"W04","CRP","6/30/13","Kelloggia galioides","not blooming",0
"W04","LCP","7/14/13","Kelloggia galioides","full bloom",2
"W04","GH","7/20/13","Kelloggia galioides","full bloom",2
"W04","GH","8/1/13","Kelloggia galioides","not blooming",0
"W04","JPS/LTC","6/14/14","Kelloggia galioides","not blooming",0
"W04","LCP","6/25/14","Kelloggia galioides","full bloom",2
"W04","LCP","7/4/14","Kelloggia galioides","full bloom",3
"W04","LTC","7/14/14","Kelloggia galioides","full bloom",2
"N136","GH","7/9/13","Lilium pardalinum ssp. pardalinum","full bloom",2
"N136","LCP","7/12/13","Lilium pardalinum ssp. pardalinum","full bloom",2
"N136","CRP","7/24/13","Lilium pardalinum ssp. pardalinum","not blooming",0
"N136","LCP","7/26/13","Lilium pardalinum ssp. pardalinum","not blooming",0
"N136","LTC","6/17/14","Lilium pardalinum ssp. pardalinum","not blooming",0
"N136","LCP","7/7/14","Lilium pardalinum ssp. pardalinum","full bloom",2
"N136","KK","7/10/14","Lilium pardalinum ssp. pardalinum","full bloom",3
"N136","LTC","7/17/14","Lilium pardalinum ssp. pardalinum","full bloom",2
"L33","AJR","6/13/14","Linanthis ciliatus","finishing bloom",1
"L33","LTC","6/23/14","Linanthis ciliatus","not blooming",0
"L33","KK","7/3/14","Linanthis ciliatus","not blooming",0
"L33","KK","7/13/14","Linanthis ciliatus","not blooming",0
"L21","LCP","6/26/13","Lotus nevadensis ","not blooming",0
"L21","LKM","7/13/13","Lotus nevadensis ","not blooming",0
"L21","LCP","7/17/13","Lotus nevadensis ","not blooming",0
"L21","LCP","7/30/13","Lotus nevadensis ","not blooming",0
"L21","LKM","6/12/14","Lotus nevadensis ","not blooming",0
"L21","LCP/EK","6/22/14","Lotus nevadensis ","not blooming",0
"L21","KD","7/3/14","Lotus nevadensis ","not blooming",0
"L21","KC","7/13/14","Lotus nevadensis ","not blooming",0
"L24","LKM","6/27/13","Lotus nevadensis ","not blooming",0
"L24","SB","7/13/13","Lotus nevadensis ","not blooming",0
"L24","LCP","7/18/13","Lotus nevadensis ","finishing bloom",1
"L24","LCP","7/31/13","Lotus nevadensis ","finishing bloom",1
"L24","LKM","6/13/14","Lotus nevadensis ","not blooming",0
"L24","LCP/EK","6/23/14","Lotus nevadensis ","not blooming",0
"L24","MV/KD","7/2/14","Lotus nevadensis ","not blooming",0
"L24","LTC","7/13/14","Lotus nevadensis ","not blooming",0
"L24","LKM","6/27/13","Lotus purshianus ","not blooming",0
"L24","SB","7/13/13","Lotus purshianus ","not blooming",0
"L24","LCP","7/18/13","Lotus purshianus ","finishing bloom",1
"L24","LCP","7/31/13","Lotus purshianus ","finishing bloom",1
"L24","LKM","6/13/14","Lotus purshianus ","not blooming",0
"L24","LCP/EK","6/23/14","Lotus purshianus ","not blooming",0
"L24","MV/KD","7/2/14","Lotus purshianus ","not blooming",0
"L24","LTC","7/13/14","Lotus purshianus ","not blooming",0
"L33","CRP","6/29/13","Lupinus breweri var. breweri","full bloom",2
"L33","GH","7/13/13","Lupinus breweri var. breweri","finishing bloom",2
"L33","LCP","7/19/13","Lupinus breweri var. breweri","finishing bloom",1
"L33","CRP","7/31/13","Lupinus breweri var. breweri","not blooming",0
"L33","AJR","6/13/14","Lupinus breweri var. breweri","beginning to bloom to bloom",2
"L33","LTC","6/23/14","Lupinus breweri var. breweri","not blooming",3
"L33","KK","7/3/14","Lupinus breweri var. breweri","finishing bloom",2
"L33","KK","7/13/14","Lupinus breweri var. breweri","finishing bloom",1
"N132","LCP","6/30/13","Lupinus breweri var. breweri","full bloom",4
"N132","GH","7/14/13","Lupinus breweri var. breweri","finishing bloom",3
"N132","CRP","7/20/13","Lupinus breweri var. breweri","finishing bloom",3
"N132","LCP","8/1/13","Lupinus breweri var. breweri","not blooming",0
"N132","AJR","6/14/14","Lupinus breweri var. breweri","full bloom",3
"N132","LTC","6/25/14","Lupinus breweri var. breweri","full bloom",4
"N132","KK","7/4/14","Lupinus breweri var. breweri","full bloom",4
"N132","LCP","7/14/14","Lupinus breweri var. breweri","full bloom",4
"N133","CRP","7/8/13","Lupinus breweri var. breweri","full bloom",4
"N133","GH","7/11/13","Lupinus breweri var. breweri","full bloom",4
"N133","LCP","7/23/13","Lupinus breweri var. breweri","finishing bloom",2
"N133","GH","7/25/13","Lupinus breweri var. breweri","not blooming",0
"N133","LCP/KAK","6/18/14","Lupinus breweri var. breweri","beginning to bloom to bloom",1
"N133","KK","7/7/14","Lupinus breweri var. breweri","full bloom",3
"N133","LCP","7/10/14","Lupinus breweri var. breweri","full bloom",2
"N133","LTC","7/18/14","Lupinus breweri var. breweri","full bloom",3
"N134","LCP","7/8/13","Lupinus breweri var. breweri","finishing bloom",2
"N134","CRP","7/11/13","Lupinus breweri var. breweri","finishing bloom",2
"N134","GH","7/22/13","Lupinus breweri var. breweri","not blooming",0
"N134","CRP","7/25/13","Lupinus breweri var. breweri","not blooming",0
"N134","JPS","6/17/14","Lupinus breweri var. breweri","not blooming",3
"N134","LCP","7/6/14","Lupinus breweri var. breweri","not blooming",0
"N134","KK","7/9/14","Lupinus breweri var. breweri","finishing bloom",3
"N134","LCP","7/17/14","Lupinus breweri var. breweri","not blooming",0
"N135","GH","7/8/13","Lupinus breweri var. breweri","finishing bloom",2
"N135","LCP","7/11/13","Lupinus breweri var. breweri","finishing bloom",2
"N135","CRP","7/22/13","Lupinus breweri var. breweri","finishing bloom",1
"N135","LCP","7/25/13","Lupinus breweri var. breweri","finishing bloom",1
"N135","LTC","6/18/14","Lupinus breweri var. breweri","full bloom",3
"N135","KK","7/6/14","Lupinus breweri var. breweri","finishing bloom",2
"N135","LCP","7/9/14","Lupinus breweri var. breweri","full bloom",2
"N135","LCP","7/19/14","Lupinus breweri var. breweri","not blooming",0
"N137","CRP","7/9/13","Lupinus breweri var. breweri","full bloom",4
"N137","GH","7/12/13","Lupinus breweri var. breweri","full bloom",4
"N137","LCP","7/24/13","Lupinus breweri var. breweri","finishing bloom",2
"N137","CRP","7/26/13","Lupinus breweri var. breweri","finishing bloom",2
"N137","LCP/KAK","6/19/14","Lupinus breweri var. breweri","not blooming",0
"N137","LTC","7/7/14","Lupinus breweri var. breweri","full bloom",3
"N137","LTC","7/10/14","Lupinus breweri var. breweri","full bloom",3
"N137","LTC","7/19/14","Lupinus breweri var. breweri","finishing bloom",2
"N139","LCP","7/9/13","Lupinus breweri var. breweri","not blooming",0
"N139","CRP","7/12/13","Lupinus breweri var. breweri","not blooming",0
"N139","GH","7/24/13","Lupinus breweri var. breweri","not blooming",0
"N139","GH","7/26/13","Lupinus breweri var. breweri","not blooming",0
"N139","JPS","6/18/14","Lupinus breweri var. breweri","not blooming",4
"N139","LTC","7/6/14","Lupinus breweri var. breweri","not blooming",0
"N139","LTC","7/9/14","Lupinus breweri var. breweri","not blooming",3
"N139","LCP","7/18/14","Lupinus breweri var. breweri","not blooming",0
"P24","CC","6/27/13","Lupinus breweri var. breweri","full bloom",1
"P24","CRP","7/13/13","Lupinus breweri var. breweri","finishing bloom",2
"P24","CRP","7/19/13","Lupinus breweri var. breweri","finishing bloom",1
"P24","GH","7/29/13","Lupinus breweri var. breweri","finishing bloom",1
"P24","JPS","6/12/14","Lupinus breweri var. breweri","not blooming",0
"P24","KK","6/23/14","Lupinus breweri var. breweri","not blooming",0
"P24","KK","7/2/14","Lupinus breweri var. breweri","finishing bloom",2
"P24","MRM","7/13/14","Lupinus breweri var. breweri","finishing bloom",2
"P310","LCP","6/29/13","Lupinus breweri var. breweri","full bloom",4
"P310","BES","7/13/13","Lupinus breweri var. breweri","full bloom",4
"P310","CRP","7/17/13","Lupinus breweri var. breweri","full bloom",4
"P310","GH","7/31/13","Lupinus breweri var. breweri","finishing bloom",2
"P310","LCP","6/12/14","Lupinus breweri var. breweri","beginning to bloom to bloom",2
"P310","LCP","6/24/14","Lupinus breweri var. breweri","full bloom",3
"P310","KK","7/1/14","Lupinus breweri var. breweri","full bloom",3
"P310","CV","7/13/14","Lupinus breweri var. breweri","finishing bloom",3
"P37","CRP","6/28/13","Lupinus breweri var. breweri","full bloom",3
"P37","LCP","7/13/13","Lupinus breweri var. breweri","finishing bloom",2
"P37","GH","7/19/13","Lupinus breweri var. breweri","not blooming",0
"P37","GH","7/30/13","Lupinus breweri var. breweri","not blooming",0
"P37","JPS/LTC","6/13/14","Lupinus breweri var. breweri","full bloom",4
"P37","KK","6/24/14","Lupinus breweri var. breweri","full bloom",3
"P37","LCP","7/1/14","Lupinus breweri var. breweri","full bloom",2
"P37","LKM","7/13/14","Lupinus breweri var. breweri","finishing bloom",1
"W04","CRP","6/30/13","Lupinus breweri var. breweri","full bloom",2
"W04","LCP","7/14/13","Lupinus breweri var. breweri","full bloom",2
"W04","GH","7/20/13","Lupinus breweri var. breweri","finishing bloom",2
"W04","GH","8/1/13","Lupinus breweri var. breweri","finishing bloom",2
"W04","JPS/LTC","6/14/14","Lupinus breweri var. breweri","not blooming",0
"W04","LCP","6/25/14","Lupinus breweri var. breweri","full bloom",2
"W04","LCP","7/4/14","Lupinus breweri var. breweri","full bloom",2
"W04","LTC","7/14/14","Lupinus breweri var. breweri","full bloom",4
"L21","LCP","6/26/13","Lupinus fulcratus","full bloom",2
"L21","LKM","7/13/13","Lupinus fulcratus","full bloom",2
"L21","LCP","7/17/13","Lupinus fulcratus","finishing bloom",2
"L21","LCP","7/30/13","Lupinus fulcratus","finishing bloom",1
"L21","LKM","6/12/14","Lupinus fulcratus","full bloom",2
"L21","LCP/EK","6/22/14","Lupinus fulcratus","full bloom",1
"L21","KD","7/3/14","Lupinus fulcratus","full bloom",2
"L21","KC","7/13/14","Lupinus fulcratus","finishing bloom",2
"N137","CRP","7/9/13","Lupinus fulcratus","full bloom",3
"N137","GH","7/12/13","Lupinus fulcratus","full bloom",3
"N137","LCP","7/24/13","Lupinus fulcratus","finishing bloom",2
"N137","CRP","7/26/13","Lupinus fulcratus","finishing bloom",2
"N137","LCP/KAK","6/19/14","Lupinus fulcratus","not blooming",0
"N137","LTC","7/7/14","Lupinus fulcratus","full bloom",1
"N137","LTC","7/10/14","Lupinus fulcratus","full bloom",1
"N137","LTC","7/19/14","Lupinus fulcratus","full bloom",2
"L21","LCP","6/26/13","Lupinus latifolius var. columbianus","full bloom",1
"L21","LKM","7/13/13","Lupinus latifolius var. columbianus","finishing bloom",1
"L21","LCP","7/17/13","Lupinus latifolius var. columbianus","finishing bloom",1
"L21","LCP","7/30/13","Lupinus latifolius var. columbianus","finishing bloom",1
"L21","LKM","6/12/14","Lupinus latifolius var. columbianus","not blooming",0
"L21","LCP/EK","6/22/14","Lupinus latifolius var. columbianus","beginning to bloom to bloom",1
"L21","KD","7/3/14","Lupinus latifolius var. columbianus","full bloom",3
"L21","KC","7/13/14","Lupinus latifolius var. columbianus","full bloom",1
"L24","LKM","6/27/13","Lupinus latifolius var. columbianus","full bloom",2
"L24","SB","7/13/13","Lupinus latifolius var. columbianus","full bloom",2
"L24","LCP","7/18/13","Lupinus latifolius var. columbianus","finishing bloom",2
"L24","LCP","7/31/13","Lupinus latifolius var. columbianus","finishing bloom",2
"L24","LKM","6/13/14","Lupinus latifolius var. columbianus","not blooming",0
"L24","LCP/EK","6/23/14","Lupinus latifolius var. columbianus","not blooming",0
"L24","MV/KD","7/2/14","Lupinus latifolius var. columbianus","finishing bloom",2
"L24","LTC","7/13/14","Lupinus latifolius var. columbianus","full bloom",2
"L35","LCP","6/27/13","Lupinus latifolius var. columbianus","beginning to bloom",1
"L35","SH","7/13/13","Lupinus latifolius var. columbianus","beginning to bloom",3
"L35","CRP","7/18/13","Lupinus latifolius var. columbianus","full bloom",4
"L35","LCP","7/29/13","Lupinus latifolius var. columbianus","finishing bloom",4
"L35","LTC","6/12/14","Lupinus latifolius var. columbianus","full bloom",3
"L35","KK","6/22/14","Lupinus latifolius var. columbianus","full bloom",2
"L35","MV","7/3/14","Lupinus latifolius var. columbianus","finishing bloom",3
"L35","LCP","7/13/14","Lupinus latifolius var. columbianus","finishing bloom",2
"N134","LCP","7/8/13","Lupinus latifolius var. columbianus","full bloom",4
"N134","CRP","7/11/13","Lupinus latifolius var. columbianus","full bloom",4
"N134","GH","7/22/13","Lupinus latifolius var. columbianus","finishing bloom",4
"N134","CRP","7/25/13","Lupinus latifolius var. columbianus","finishing bloom",4
"N134","JPS","6/17/14","Lupinus latifolius var. columbianus","not blooming",5
"N134","LCP","7/6/14","Lupinus latifolius var. columbianus","full bloom",4
"N134","KK","7/9/14","Lupinus latifolius var. columbianus","full bloom",5
"N134","LCP","7/17/14","Lupinus latifolius var. columbianus","full bloom",4
"N136","GH","7/9/13","Lupinus latifolius var. columbianus","full bloom",2
"N136","LCP","7/12/13","Lupinus latifolius var. columbianus","full bloom",2
"N136","CRP","7/24/13","Lupinus latifolius var. columbianus","finishing bloom",2
"N136","LCP","7/26/13","Lupinus latifolius var. columbianus","finishing bloom",2
"N136","LTC","6/17/14","Lupinus latifolius var. columbianus","full bloom",1
"N136","LCP","7/7/14","Lupinus latifolius var. columbianus","full bloom",1
"N136","KK","7/10/14","Lupinus latifolius var. columbianus","full bloom",3
"N136","LTC","7/17/14","Lupinus latifolius var. columbianus","full bloom",2
"L21","LCP","6/26/13","Madia gracilis","beginning to bloom",2
"L21","LKM","7/13/13","Madia gracilis","full bloom",4
"L21","LCP","7/17/13","Madia gracilis","full bloom",4
"L21","LCP","7/30/13","Madia gracilis","finishing bloom",4
"L21","LKM","6/12/14","Madia gracilis","not blooming",0
"L21","LCP/EK","6/22/14","Madia gracilis","not blooming",0
"L21","KD","7/3/14","Madia gracilis","finishing bloom",2
"L21","KC","7/13/14","Madia gracilis","full bloom",2
"N135","GH","7/8/13","Malacothrix floccifera","full bloom",2
"N135","LCP","7/11/13","Malacothrix floccifera","full bloom",2
"N135","CRP","7/22/13","Malacothrix floccifera","finishing bloom",1
"N135","LCP","7/25/13","Malacothrix floccifera","finishing bloom",1
"N135","LTC","6/18/14","Malacothrix floccifera","not blooming",0
"N135","KK","7/6/14","Malacothrix floccifera","not blooming",0
"N135","LCP","7/9/14","Malacothrix floccifera","beginning to bloom to bloom",1
"N135","LCP","7/19/14","Malacothrix floccifera","beginning to bloom to bloom",1
"N137","CRP","7/9/13","Malacothrix floccifera","full bloom",2
