"EMEC","UniqueID","TempID","Order","Family","Genus","SubGenus","Species","SubSpecies","GeneralID","Sex","NetPan","Site","Year","Collector","SampleRound","Date","PanColor","PanID","NetNumber","FinalPlantSp","DateDetermined","Determiner","Author"
NA,"YOSE-7420_EMEC_4823",4823,NA,NA,NA,NA,NA,NA,NA,NA,"pan","L21",2013,"CRP",1,"6/26/13","white","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4824",4824,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","white","center",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4825",4825,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","white","center",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4826",4826,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L21",2013,"CRP",1,"6/26/13","white","center",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4827",4827,NA,NA,NA,NA,NA,NA,NA,NA,"pan","L21",2013,"CRP",1,"6/26/13","white","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4828",4828,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","L21",2013,"CRP",1,"6/26/13","white","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4829",4829,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","L21",2013,"CRP",1,"6/26/13","white","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4830",4830,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","L21",2013,"CRP",1,"6/26/13","white","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4831",4831,NA,NA,NA,NA,NA,NA,NA,NA,"pan","L21",2013,"CRP",1,"6/26/13","blue","north",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4832",4832,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","blue","north",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4833",4833,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","blue","north",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4834",4834,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","blue","north",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4835",4835,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","blue","north",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4836",4836,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","maura","Bee","f","pan","W04",2013,"CRP",1,"6/30/13","white","north",NA,"","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_4837",4837,NA,NA,NA,NA,NA,NA,NA,NA,"pan","W04",2013,"CRP",1,"6/30/13","white","north",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4838",4838,NA,NA,NA,NA,NA,NA,NA,NA,"pan","W04",2013,"CRP",1,"6/30/13","white","north",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4840",4840,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N133",2013,"CRP",1,"7/8/13","white","west",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4841",4841,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","P33",2013,"CRP",1,"6/27/13","blue","east",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4842",4842,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","cyaneonotum","","Bee","f","pan","P33",2013,"CRP",1,"6/27/13","blue","east",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4843",4843,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","m","pan","P33",2013,"CRP",1,"6/27/13","blue","east",NA,"","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_4844",4844,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","P33",2013,"CRP",1,"6/27/13","yellow","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4845",4845,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","P33",2013,"CRP",1,"6/27/13","yellow","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4846",4846,"Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","yellow","north",NA,"","2013-2015","R.W. Thorp","McGinley"
NA,"YOSE-7420_EMEC_4847",4847,NA,NA,NA,NA,NA,NA,NA,NA,"pan","L24",2013,"LKM",1,"6/27/13","yellow","north",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4848",4848,NA,NA,NA,NA,NA,NA,NA,NA,"pan","L24",2013,"LKM",1,"6/27/13","yellow","north",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4849",4849,"Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","yellow","north",NA,"","2013-2015","R.W. Thorp","McGinley"
NA,"YOSE-7420_EMEC_4850",4850,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","yellow","north",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4851",4851,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","yellow","north",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4852",4852,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","yellow","north",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4853",4853,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","yellow","north",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4854",4854,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","yellow","north",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4855",4855,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","yellow","north",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4856",4856,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","L21",2013,"CRP",1,"6/26/13","blue","east",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4857",4857,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L21",2013,"CRP",1,"6/26/13","blue","east",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4858",4858,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P24",2013,"CRP",1,"6/27/13","yellow","west",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4859",4859,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P24",2013,"CRP",1,"6/27/13","yellow","west",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4861",4861,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","L33",2013,"CRP",1,"6/29/13","blue","north",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4862",4862,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","pan","W04",2013,"CRP",1,"6/30/13","blue","south",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4863",4863,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N131",2013,"CK",1,"6/30/13","blue","west",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4864",4864,NA,NA,NA,NA,NA,NA,NA,NA,"pan","W04",2013,"CRP",1,"6/30/13","white","east",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4865",4865,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L35",2013,"LCP",1,"6/27/13","blue","center",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4866",4866,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","L33",2013,"CRP",1,"6/29/13","yellow","east",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4867",4867,NA,NA,NA,NA,NA,NA,NA,NA,"pan","L24",2013,"LKM",1,"6/27/13","blue","east",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4868",4868,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","maura","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","blue","east",NA,"","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_4869",4869,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","maura","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","blue","east",NA,"","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_4870",4870,NA,NA,NA,NA,NA,NA,NA,NA,"pan","W04",2013,"CRP",1,"6/30/13","yellow","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4871",4871,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","pan","W04",2013,"CRP",1,"6/30/13","yellow","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4872",4872,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","pan","W04",2013,"CRP",1,"6/30/13","yellow","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4873",4873,NA,NA,NA,NA,NA,NA,NA,NA,"pan","W04",2013,"CRP",1,"6/30/13","yellow","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4874",4874,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L33",2013,"CRP",1,"6/29/13","white","north",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4875",4875,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","L33",2013,"CRP",1,"6/29/13","white","north",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4876",4876,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","L33",2013,"CRP",1,"6/29/13","white","north",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4877",4877,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","N131",2013,"CK",1,"6/30/13","blue","north",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4878",4878,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N131",2013,"CK",1,"6/30/13","blue","north",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4879",4879,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","N131",2013,"CK",1,"6/30/13","blue","north",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4880",4880,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","P33",2013,"CRP",1,"6/27/13","yellow","south",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4881",4881,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P33",2013,"CRP",1,"6/27/13","yellow","south",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4882",4882,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","P33",2013,"CRP",1,"6/27/13","yellow","south",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4883",4883,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P33",2013,"CRP",1,"6/27/13","yellow","south",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4884",4884,"Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","Bee","f","pan","P33",2013,"CRP",1,"6/27/13","yellow","south",NA,"","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_4885",4885,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P310",2013,"LCP",1,"6/29/13","white","north",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4886",4886,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","pan","W04",2013,"CRP",1,"6/30/13","blue","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4887",4887,"Coleoptera",NA,"Buprestis","","adjecta","","Beetle","","pan","W04",2013,"CRP",1,"6/30/13","blue","center",NA,"","2015","L. Ponisio","LeConte"
NA,"YOSE-7420_EMEC_4888",4888,"Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","Bee","f","pan","N132",2013,"LCP",1,"6/30/13","yellow","west",NA,"","2013-2015","R.W. Thorp","McGinley"
NA,"YOSE-7420_EMEC_4889",4889,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","yellow","west",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4890",4890,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","yellow","west",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4891",4891,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","yellow","west",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4892",4892,"Hymenoptera","Megachilidae","Ashmeadiella","Ashmeadiella","bucconis","","Bee","f","pan","N132",2013,"LCP",1,"6/30/13","yellow","west",NA,"","2013-2015","T. Griswold","Say"
NA,"YOSE-7420_EMEC_4893",4893,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","yellow","south",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4894",4894,"Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","Bee","f","pan","N132",2013,"LCP",1,"6/30/13","yellow","south",NA,"","2013-2015","R.W. Thorp","McGinley"
NA,"YOSE-7420_EMEC_4895",4895,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","pan","P310",2013,"LCP",1,"6/29/13","blue","east",NA,"","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_4896",4896,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","P43",2013,"LCP",1,"6/28/13","blue","north",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4897",4897,"Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","Bee","f","pan","P310",2013,"LCP",1,"6/29/13","white","center",NA,"","2013-2015","R.W. Thorp","McGinley"
NA,"YOSE-7420_EMEC_4898",4898,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P310",2013,"LCP",1,"6/29/13","white","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4899",4899,"Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","Bee","f","pan","P310",2013,"LCP",1,"6/29/13","white","center",NA,"","2013-2015","R.W. Thorp","McGinley"
NA,"YOSE-7420_EMEC_4900",4900,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P310",2013,"LCP",1,"6/29/13","white","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4901",4901,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","pan","P310",2013,"LCP",1,"6/29/13","white","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4902",4902,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P310",2013,"LCP",1,"6/29/13","white","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4903",4903,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","P310",2013,"LCP",1,"6/29/13","white","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4904",4904,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","white","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4905",4905,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","white","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4906",4906,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","white","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4907",4907,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","pan","N132",2013,"LCP",1,"6/30/13","white","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4908",4908,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","white","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4909",4909,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","N132",2013,"LCP",1,"6/30/13","white","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4910",4910,"Hymenoptera","Vespidae","Vespula","","pensylvanica","","Wasp","f","pan","P37",2013,"CRP",1,"6/28/13","yellow","east",NA,"","2015","L.Ponisio","Saussure"
NA,"YOSE-7420_EMEC_4911",4911,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","pan","P310",2013,"LCP",1,"6/29/13","blue","north",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4912",4912,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","yellow","center",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4913",4913,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","yellow","center",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4914",4914,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","yellow","center",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4915",4915,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L21",2013,"CRP",1,"6/26/13","yellow","center",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4916",4916,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","P33",2013,"CRP",1,"6/27/13","yellow","west",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4917",4917,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P33",2013,"CRP",1,"6/27/13","yellow","west",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4918",4918,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","P33",2013,"CRP",1,"6/27/13","yellow","west",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4919",4919,"Hymenoptera","Megachilidae","Stelis","Stelis","occidentalis","","Bee","m","pan","P33",2013,"CRP",1,"6/27/13","yellow","west",NA,"","2013-2015","T. Griswold","Parker"
NA,"YOSE-7420_EMEC_4920",4920,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","P33",2013,"CRP",1,"6/27/13","yellow","west",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4921",4921,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P33",2013,"CRP",1,"6/27/13","yellow","west",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4922",4922,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","P33",2013,"CRP",1,"6/27/13","yellow","west",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4923",4923,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P33",2013,"CRP",1,"6/27/13","yellow","west",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4924",4924,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","P33",2013,"CRP",1,"6/27/13","yellow","west",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4925",4925,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","P33",2013,"CRP",1,"6/27/13","yellow","west",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4926",4926,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P43",2013,"LCP",1,"6/28/13","white","south",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4927",4927,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P43",2013,"LCP",1,"6/28/13","white","south",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4928",4928,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","white","west",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4929",4929,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","white","west",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4930",4930,NA,NA,NA,NA,NA,NA,NA,NA,"pan","W04",2013,"CRP",1,"6/30/13","white","center",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4931",4931,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","W04",2013,"CRP",1,"6/30/13","white","center",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4932",4932,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","L33",2013,"CRP",1,"6/29/13","white","center",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4933",4933,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","white","east",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4934",4934,"Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","Bee","f","pan","N132",2013,"LCP",1,"6/30/13","white","east",NA,"","2013-2015","R.W. Thorp","McGinley"
NA,"YOSE-7420_EMEC_4935",4935,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","N132",2013,"LCP",1,"6/30/13","white","east",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4936",4936,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","white","east",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4937",4937,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","pan","N132",2013,"LCP",1,"6/30/13","white","east",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4938",4938,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","Bee","f","pan","N132",2013,"LCP",1,"6/30/13","white","east",NA,"","2013-2015","Jason Gibbs",""
NA,"YOSE-7420_EMEC_4939",4939,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","f","pan","N132",2013,"LCP",1,"6/30/13","white","east",NA,"","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_4940",4940,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L35",2013,"LCP",1,"6/27/13","yellow","south",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4941",4941,"Coleoptera",NA,"Buprestis","","gibbsi","","Beetle","","pan","W04",2013,"CRP",1,"6/30/13","blue","north",NA,"","2015","L. Ponisio","LeConte"
NA,"YOSE-7420_EMEC_4942",4942,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","fulgida","platyura","Bee","f","pan","W04",2013,"CRP",1,"6/30/13","blue","north",NA,"","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_4943",4943,NA,NA,NA,NA,NA,NA,NA,NA,"pan","L21",2013,"CRP",1,"6/26/13","blue","south",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4944",4944,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L21",2013,"CRP",1,"6/26/13","blue","south",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4945",4945,"Hymenoptera","Megachilidae","Dianthidium","Dianthidium","singulare","","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","white","center",NA,"","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_4946",4946,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","L24",2013,"LKM",1,"6/27/13","white","center",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4947",4947,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","pan","L24",2013,"LKM",1,"6/27/13","white","center",NA,"","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_4948",4948,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","white","center",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4949",4949,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","pan","L24",2013,"LKM",1,"6/27/13","white","center",NA,"","2013-2015","",""
NA,"YOSE-7420_EMEC_4950",4950,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","maura","Bee","f","pan","P37",2013,"CRP",1,"6/28/13","white","north",NA,"","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_4951",4951,"Hymenoptera","Megachilidae","Osmia","Melanosmia","pusilla","","Bee","m","pan","P37",2013,"CRP",1,"6/28/13","white","north",NA,"","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_4952",4952,NA,NA,NA,NA,NA,NA,NA,NA,"pan","P37",2013,"CRP",1,"6/28/13","white","north",NA,"",NA,NA,NA
NA,"YOSE-7420_EMEC_4953",4953,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","pan","N132",2013,"LCP",1,"6/30/13","blue","east",NA,"","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4954",4954,NA,NA,NA,NA,NA,NA,NA,NA,"pan","N132",2013,"LCP",1,"6/30/13","blue","east",NA,"",NA,NA,NA
