"EMEC","UniqueID","TempID","Year","Site","Date","NetPan","PanColor","PanID","SampleRound","NetNumber","Collector","FieldPlantSp","PlantSp","Order","Family","Genus","Subgenus","Species","Subspecies","Sex","Determiner","DateDetermined","Author","GeneralID"
1044271,"YOSE-7420_EMEC_11655",11655,2014,"N136","6/17/14","pan","yellow","east",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044272,"YOSE-7420_EMEC_11656",11656,2014,"N136","6/17/14","pan","yellow","east",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044273,"YOSE-7420_EMEC_11657",11657,2014,"N136","6/17/14","pan","white","east",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044274,"YOSE-7420_EMEC_11658",11658,2014,"N136","6/17/14","pan","white","west",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1044275,"YOSE-7420_EMEC_11659",11659,2014,"N136","6/17/14","pan","yellow","south",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044276,"YOSE-7420_EMEC_11660",11660,2014,"N136","6/17/14","pan","yellow","south",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044277,"YOSE-7420_EMEC_11661",11661,2014,"N136","6/17/14","pan","yellow","south",1,NA,"LTC","","","Hymenoptera","Megachilidae","Osmia","Melanosmia","sp.","Y4","m","T. Griswold","2013-2015","","Bee"
1044278,"YOSE-7420_EMEC_11662",11662,2014,"N136","6/17/14","pan","yellow","south",1,NA,"LTC","","","Hymenoptera","Colletidae","Hylaeus","Cephalylaeus","basalis","","f","L. Ponisio","2013-2015","Smith","Bee"
1044279,"YOSE-7420_EMEC_11663",11663,2014,"N136","6/17/14","pan","yellow","south",1,NA,"LTC","","","Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","m","T. Griswold","2013-2015","Cockerell","Bee"
1044280,"YOSE-7420_EMEC_11664",11664,2014,"N136","6/17/14","pan","yellow","south",1,NA,"LTC","","","Hymenoptera","Megachilidae","Hoplitis","Alcidamea","producta","","m","T. Griswold","2013-2015","Cresson","Bee"
1044281,"YOSE-7420_EMEC_11665",11665,2014,"N136","6/17/14","pan","yellow","south",1,NA,"LTC","","","Hymenoptera","Colletidae","Hylaeus","","spp.","big","m","L. Ponisio","2013-2015","","Bee"
1044282,"YOSE-7420_EMEC_11666",11666,2014,"N136","6/17/14","pan","yellow","center",1,NA,"LTC","","","Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","m","T. Griswold","2013-2015","Cockerell","Bee"
1044283,"YOSE-7420_EMEC_11667",11667,2014,"N136","6/17/14","pan","white","center",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044284,"YOSE-7420_EMEC_11668",11668,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044285,"YOSE-7420_EMEC_11669",11669,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","","Hymenoptera","Megachilidae","Stelis","Stelis","monticola","","f","T. Griswold","2013-2015","Cresson","Bee"
1044286,"YOSE-7420_EMEC_11670",11670,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044287,"YOSE-7420_EMEC_11671",11671,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044288,"YOSE-7420_EMEC_11672",11672,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044289,"YOSE-7420_EMEC_11673",11673,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","","Hymenoptera","Andrenidae","Andrena","Thysandrena","medionitens","","f","R.W. Thorp","2013-2015","Cockerell","Bee"
1044290,"YOSE-7420_EMEC_11674",11674,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","","Hymenoptera","Colletidae","Hylaeus","","spp.","big","f","L. Ponisio","2013-2015","","Bee"
1044291,"YOSE-7420_EMEC_11675",11675,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044292,"YOSE-7420_EMEC_11676",11676,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044293,"YOSE-7420_EMEC_11677",11677,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","f","Jason Gibbs","2013-2015","","Bee"
1044294,"YOSE-7420_EMEC_11678",11678,2014,"N132","6/14/14","pan","yellow","east",1,NA,"AJR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044295,"YOSE-7420_EMEC_11679",11679,2014,"N132","6/14/14","pan","white","west",1,NA,"AJR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044296,"YOSE-7420_EMEC_11680",11680,2014,"N132","6/14/14","pan","white","west",1,NA,"AJR","","","Hymenoptera","Megachilidae","Osmia","Melanosmia","densa","","f","T. Griswold","2013-2015","Cresson","Bee"
1044297,"YOSE-7420_EMEC_11681",11681,2014,"N132","6/14/14","pan","white","west",1,NA,"AJR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044298,"YOSE-7420_EMEC_11682",11682,2014,"N132","6/14/14","pan","yellow","south",1,NA,"AJR","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044299,"YOSE-7420_EMEC_11683",11683,2014,"N132","6/14/14","pan","yellow","south",1,NA,"AJR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044300,"YOSE-7420_EMEC_11684",11684,2014,"N132","6/14/14","pan","yellow","south",1,NA,"AJR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044301,"YOSE-7420_EMEC_11685",11685,2014,"N132","6/14/14","pan","yellow","south",1,NA,"AJR","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","f","Jason Gibbs","2013-2015","","Bee"
1044302,"YOSE-7420_EMEC_11686",11686,2014,"N132","6/14/14","pan","blue","east",1,NA,"AJR","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044303,"YOSE-7420_EMEC_11687",11687,2014,"N132","6/14/14","pan","blue","east",1,NA,"AJR","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044304,"YOSE-7420_EMEC_11688",11688,2014,"N132","6/14/14","pan","yellow","west",1,NA,"AJR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044305,"YOSE-7420_EMEC_11689",11689,2014,"P310","6/12/14","pan","white","north",1,NA,"LCP","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044306,"YOSE-7420_EMEC_11690",11690,2014,"P310","6/12/14","pan","white","north",1,NA,"LCP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044307,"YOSE-7420_EMEC_11691",11691,2014,"P310","6/12/14","pan","white","north",1,NA,"LCP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044308,"YOSE-7420_EMEC_11692",11692,2014,"P310","6/12/14","pan","white","north",1,NA,"LCP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044309,"YOSE-7420_EMEC_11693",11693,2014,"P310","6/12/14","pan","white","east",1,NA,"LCP","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044310,"YOSE-7420_EMEC_11694",11694,2014,"P310","6/12/14","pan","white","east",1,NA,"LCP","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044311,"YOSE-7420_EMEC_11695",11695,2014,"P310","6/12/14","pan","white","center",1,NA,"LCP","","","Diptera","Asilidae","Machimus","","sp","a","","M. Hauser","2015","","Fly"
1044312,"YOSE-7420_EMEC_11696",11696,2014,"P310","6/12/14","pan","white","center",1,NA,"LCP","","","Hymenoptera","Megachilidae","Osmia","Melanosmia","albolateralis","","m","T. Griswold","2013-2015","Cockerell","Bee"
1044313,"YOSE-7420_EMEC_11697",11697,2014,"P310","6/12/14","pan","white","center",1,NA,"LCP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044314,"YOSE-7420_EMEC_11698",11698,2014,"P310","6/12/14","pan","white","center",1,NA,"LCP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044315,"YOSE-7420_EMEC_11699",11699,2014,"P310","6/12/14","pan","blue","north",1,NA,"LCP","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044316,"YOSE-7420_EMEC_11700",11700,2014,"P310","6/12/14","pan","blue","north",1,NA,"LCP","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044317,"YOSE-7420_EMEC_11701",11701,2014,"P310","6/12/14","pan","blue","north",1,NA,"LCP","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044318,"YOSE-7420_EMEC_11702",11702,2014,"P310","6/12/14","pan","blue","north",1,NA,"LCP","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","f","Jason Gibbs","2013-2015","","Bee"
1044319,"YOSE-7420_EMEC_11703",11703,2014,"P310","6/12/14","pan","yellow","east",1,NA,"LCP","","","Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","m","T. Griswold","2013-2015","Cockerell","Bee"
1044320,"YOSE-7420_EMEC_11704",11704,2014,"P310","6/12/14","pan","yellow","east",1,NA,"LCP","","","Diptera","Asilidae","Machimus","","sp","a","","M. Hauser","2015","","Fly"
1044321,"YOSE-7420_EMEC_11705",11705,2014,"P310","6/12/14","pan","yellow","west",1,NA,"LCP","","","Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","f","T. Griswold","2013-2015","Cockerell","Bee"
1044322,"YOSE-7420_EMEC_11706",11706,2014,"P310","6/12/14","pan","blue","south",1,NA,"LCP","","","Hymenoptera","Megachilidae","Osmia","Melanosmia","densa","","f","T. Griswold","2013-2015","Cresson","Bee"
1044323,"YOSE-7420_EMEC_11707",11707,2014,"P310","6/12/14","pan","blue","south",1,NA,"LCP","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044324,"YOSE-7420_EMEC_11708",11708,2014,"P310","6/12/14","pan","blue","south",1,NA,"LCP","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044325,"YOSE-7420_EMEC_11709",11709,2014,"P310","6/12/14","pan","yellow","north",1,NA,"LCP","","","Hymenoptera","Megachilidae","Osmia","Melanosmia","juxta","","f","T. Griswold","2013-2015","Cresson","Bee"
1044326,"YOSE-7420_EMEC_11710",11710,2014,"P310","6/12/14","pan","yellow","north",1,NA,"LCP","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","f","","2013-2015","","Bee"
1044327,"YOSE-7420_EMEC_11711",11711,2014,"P310","6/12/14","pan","yellow","north",1,NA,"LCP","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","f","Jason Gibbs","2013-2015","","Bee"
1044328,"YOSE-7420_EMEC_11712",11712,2014,"P310","6/12/14","pan","yellow","center",1,NA,"LCP","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044329,"YOSE-7420_EMEC_11713",11713,2014,"P310","6/12/14","pan","yellow","center",1,NA,"LCP","","","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1044330,"YOSE-7420_EMEC_11714",11714,2014,"P310","6/12/14","pan","blue","center",1,NA,"LCP","","","Hymenoptera","Andrenidae","Andrena","Onagrandrena","vanduzeei","","m","R.W. Thorp","2013-2015","Linsley","Bee"
1044331,"YOSE-7420_EMEC_11715",11715,2014,"P310","6/12/14","pan","blue","center",1,NA,"LCP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044332,"YOSE-7420_EMEC_11716",11716,2014,"P310","6/12/14","pan","white","west",1,NA,"LCP","","","Diptera","Bombyliidae","Bombylius","","sp.","a","","M. Hauser","2015","","Fly"
1044333,"YOSE-7420_EMEC_11717",11717,2014,"P310","6/12/14","pan","white","west",1,NA,"LCP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044334,"YOSE-7420_EMEC_11718",11718,2014,"P310","6/12/14","pan","yellow","south",1,NA,"LCP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044335,"YOSE-7420_EMEC_11719",11719,2014,"P310","6/12/14","pan","yellow","south",1,NA,"LCP","","","Diptera","Syrphinae","Taxomerus","","marginatus","","m","M. Hauser","2015","Say","Fly"
1044336,"YOSE-7420_EMEC_11720",11720,2014,"P310","6/12/14","pan","blue","east",1,NA,"LCP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044337,"YOSE-7420_EMEC_11721",11721,2014,"P310","6/12/14","pan","blue","west",1,NA,"LCP","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","f","Jason Gibbs","2013-2015","","Bee"
1044338,"YOSE-7420_EMEC_11722",11722,2014,"L35","6/12/14","pan","white","south",1,NA,"LTC","","","Hymenoptera","Colletidae","Hylaeus","","spp.","big","f","L. Ponisio","2013-2015","","Bee"
1044339,"YOSE-7420_EMEC_11723",11723,2014,"L35","6/12/14","pan","white","south",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","f","Jason Gibbs","2013-2015","","Bee"
1044340,"YOSE-7420_EMEC_11724",11724,2014,"L35","6/12/14","pan","white","south",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","f","","2013-2015","","Bee"
1044341,"YOSE-7420_EMEC_11725",11725,2014,"L35","6/12/14","pan","white","west",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044342,"YOSE-7420_EMEC_11726",11726,2014,"L35","6/12/14","pan","white","west",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044343,"YOSE-7420_EMEC_11727",11727,2014,"L35","6/12/14","pan","white","west",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044344,"YOSE-7420_EMEC_11728",11728,2014,"L35","6/12/14","pan","white","west",1,NA,"LTC","","","Hymenoptera","Colletidae","Hylaeus","","spp.","big","f","L. Ponisio","2013-2015","","Bee"
1044345,"YOSE-7420_EMEC_11729",11729,2014,"L35","6/12/14","pan","white","west",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044346,"YOSE-7420_EMEC_11730",11730,2014,"L35","6/12/14","pan","white","west",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Hemihalictus","glabriventre","","f","Jason Gibbs","2013-2015","","Bee"
1044347,"YOSE-7420_EMEC_11731",11731,2014,"L35","6/12/14","pan","white","west",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","f","Jason Gibbs","2013-2015","","Bee"
1044348,"YOSE-7420_EMEC_11732",11732,2014,"L35","6/12/14","pan","yellow","south",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044349,"YOSE-7420_EMEC_11733",11733,2014,"L35","6/12/14","pan","yellow","south",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044350,"YOSE-7420_EMEC_11734",11734,2014,"L35","6/12/14","pan","yellow","south",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044351,"YOSE-7420_EMEC_11735",11735,2014,"L35","6/12/14","pan","yellow","south",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044352,"YOSE-7420_EMEC_11736",11736,2014,"L35","6/12/14","pan","blue","south",1,NA,"LTC","","","Coleoptera",NA,"Cosmosalia","","chrysocoma","","","L. Ponisio","2015","Kirby","Beetle"
1044353,"YOSE-7420_EMEC_11737",11737,2014,"L35","6/12/14","pan","blue","south",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","f","Jason Gibbs","2013-2015","","Bee"
1044354,"YOSE-7420_EMEC_11738",11738,2014,"L35","6/12/14","pan","white","center",1,NA,"LTC","","","Hymenoptera","Megachilidae","Hoplitis","Monumetha","fulgida","platyura","f","T. Griswold","2013-2015","Cockerell","Bee"
1044355,"YOSE-7420_EMEC_11739",11739,2014,"L35","6/12/14","pan","white","center",1,NA,"LTC","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044356,"YOSE-7420_EMEC_11740",11740,2014,"L35","6/12/14","pan","white","center",1,NA,"LTC","","","Hymenoptera","Megachilidae","Atoposmia","Hexosmia","copelandica","albomarginata","m","T. Griswold","2013-2015","Cockerell","Bee"
1044357,"YOSE-7420_EMEC_11741",11741,2014,"L35","6/12/14","pan","white","center",1,NA,"LTC","","","Hymenoptera","Colletidae","Hylaeus","","spp.","big","m","L. Ponisio","2013-2015","","Bee"
1044358,"YOSE-7420_EMEC_11742",11742,2014,"L35","6/12/14","pan","white","center",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","f","Jason Gibbs","2013-2015","","Bee"
1044359,"YOSE-7420_EMEC_11743",11743,2014,"L35","6/12/14","pan","white","center",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","f","","2013-2015","","Bee"
1044360,"YOSE-7420_EMEC_11744",11744,2014,"L35","6/12/14","pan","white","center",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","f","","2013-2015","","Bee"
1044361,"YOSE-7420_EMEC_11745",11745,2014,"L35","6/12/14","pan","yellow","center",1,NA,"LTC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044362,"YOSE-7420_EMEC_11746",11746,2014,"L35","6/12/14","pan","yellow","center",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","f","","2013-2015","","Bee"
1044363,"YOSE-7420_EMEC_11747",11747,2014,"L35","6/12/14","pan","yellow","east",1,NA,"LTC","","","Hymenoptera","Megachilidae","Anthidium","Anthidium","mormonum","","f","T. Griswold","2013-2015","Cresson","Bee"
1044364,"YOSE-7420_EMEC_11748",11748,2014,"L35","6/12/14","pan","yellow","east",1,NA,"LTC","","","Hymenoptera","Andrenidae","Calliopsis","Nomadopsis","edwardsii","","f","R.W. Thorp","2013-2015","Cresson","Bee"
1044365,"YOSE-7420_EMEC_11749",11749,2014,"L35","6/12/14","pan","white","north",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Hemihalictus","glabriventre","","f","Jason Gibbs","2013-2015","","Bee"
1044366,"YOSE-7420_EMEC_11750",11750,2014,"L35","6/12/14","pan","white","north",1,NA,"LTC","","","Hymenoptera","Halictidae","Lasioglossum","Dialictus","prasinogaster","aff.","f","Jason Gibbs","2013-2015","","Bee"
1044367,"YOSE-7420_EMEC_11751",11751,2014,"N133","6/18/14","pan","white","center",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044368,"YOSE-7420_EMEC_11752",11752,2014,"N133","6/18/14","pan","white","center",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044369,"YOSE-7420_EMEC_11753",11753,2014,"N133","6/18/14","pan","white","center",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044370,"YOSE-7420_EMEC_11754",11754,2014,"N133","6/18/14","pan","white","center",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044371,"YOSE-7420_EMEC_11755",11755,2014,"N133","6/18/14","pan","white","center",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044372,"YOSE-7420_EMEC_11756",11756,2014,"N133","6/18/14","pan","white","center",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044373,"YOSE-7420_EMEC_11757",11757,2014,"N133","6/18/14","pan","white","center",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044374,"YOSE-7420_EMEC_11758",11758,2014,"N133","6/18/14","pan","white","center",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044375,"YOSE-7420_EMEC_11759",11759,2014,"N133","6/18/14","pan","white","center",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044376,"YOSE-7420_EMEC_11760",11760,2014,"N133","6/18/14","pan","white","center",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044377,"YOSE-7420_EMEC_11761",11761,2014,"N133","6/18/14","pan","blue","south",1,NA,"KK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044378,"YOSE-7420_EMEC_11762",11762,2014,"N133","6/18/14","pan","blue","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044379,"YOSE-7420_EMEC_11763",11763,2014,"N133","6/18/14","pan","blue","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044380,"YOSE-7420_EMEC_11764",11764,2014,"N133","6/18/14","pan","blue","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044381,"YOSE-7420_EMEC_11765",11765,2014,"N133","6/18/14","pan","blue","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044382,"YOSE-7420_EMEC_11766",11766,2014,"N133","6/18/14","pan","blue","south",1,NA,"KK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044383,"YOSE-7420_EMEC_11767",11767,2014,"N133","6/18/14","pan","blue","south",1,NA,"KK","","","Hymenoptera","Colletidae","Hylaeus","","spp.","small","f","L. Ponisio","2013-2015","","Bee"
1044384,"YOSE-7420_EMEC_11768",11768,2014,"N133","6/18/14","pan","white","east",1,NA,"KK","","","Hymenoptera","Megachilidae","Stelis","Stelis","calliphorina","","f","T. Griswold","2013-2015","Cockerell","Bee"
1044385,"YOSE-7420_EMEC_11769",11769,2014,"N133","6/18/14","pan","white","east",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044386,"YOSE-7420_EMEC_11770",11770,2014,"N133","6/18/14","pan","white","east",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044387,"YOSE-7420_EMEC_11771",11771,2014,"N133","6/18/14","pan","white","east",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044388,"YOSE-7420_EMEC_11772",11772,2014,"N133","6/18/14","pan","white","east",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044389,"YOSE-7420_EMEC_11773",11773,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044390,"YOSE-7420_EMEC_11774",11774,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044391,"YOSE-7420_EMEC_11775",11775,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044392,"YOSE-7420_EMEC_11776",11776,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044393,"YOSE-7420_EMEC_11777",11777,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044394,"YOSE-7420_EMEC_11778",11778,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044395,"YOSE-7420_EMEC_11779",11779,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044396,"YOSE-7420_EMEC_11780",11780,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044397,"YOSE-7420_EMEC_11781",11781,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044398,"YOSE-7420_EMEC_11782",11782,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1044399,"YOSE-7420_EMEC_11783",11783,2014,"N133","6/18/14","pan","white","south",1,NA,"KK","","","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
